question_id,question_order,max_score,exam_answer_id,subject_id,human_score,deepseek-v4-flash,deepseek-v4-pro,flash_pro_abs_diff,flash_abs_error,pro_abs_error,best_abs_error,worst_abs_error,mean_ai_score,mean_ai_abs_error,mean_ai_diff
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1680,S089,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1681,S077,1.5,2.0,2.0,0.0,0.5,0.5,0.5,0.5,2.0,0.5,0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1683,S124,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.5,0.5,0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1684,S107,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1686,S111,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.5,0.5,-0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1687,S050,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.5,0.5,0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1689,S098,0.5,2.0,2.0,0.0,1.5,1.5,1.5,1.5,2.0,1.5,1.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1690,S036,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1692,S109,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1697,S096,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1698,S055,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1699,S015,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.5,0.5,0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1702,S069,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1708,S040,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1712,S039,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1713,S082,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1719,S122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1724,S085,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1725,S033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1728,S106,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1735,S019,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1740,S070,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1741,S060,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1755,S029,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1758,S114,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1760,S103,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.5,0.5,-0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1764,S020,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1767,S009,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1768,S007,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.5,0.5,-0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1770,S071,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1772,S120,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.5,0.5,0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1776,S108,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.5,0.5,-0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1777,S048,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1780,S116,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1793,S087,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1796,S080,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1801,S044,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1808,S027,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1809,S065,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1812,S119,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.5,0.5,-0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1817,S037,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1818,S090,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1820,S004,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1824,S034,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.5,0.5,0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1827,S121,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1830,S018,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1836,S052,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1838,S035,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1843,S117,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1844,S105,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1855,S063,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1861,S053,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1862,S088,0.5,1.0,2.0,1.0,0.5,1.5,0.5,1.5,1.5,1.0,1.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1864,S012,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.5,0.5,-0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1869,S056,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1870,S008,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1872,S002,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1875,S047,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.5,0.5,-0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1883,S023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1884,S092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1890,S076,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1913,S045,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1915,S123,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.5,0.5,0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1935,S021,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1939,S017,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1953,S068,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1957,S042,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,1992,S026,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,2018,S016,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,2069,S025,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,2084,S058,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,2086,S059,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,2105,S083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,2113,S079,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.5,0.5,0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,2115,S091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,2139,S099,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,2163,S049,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.5,0.5,0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,2202,S112,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,2216,S104,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,2269,S062,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.5,0.5,-0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,2310,S067,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,2412,S057,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,2438,S031,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,2490,S074,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,2759,S061,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,2789,S110,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,2797,S011,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,3108,S115,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,3409,S032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,4551,S014,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,4939,S093,1.5,2.0,1.0,1.0,0.5,0.5,0.5,0.5,1.5,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,5619,S078,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,5986,S100,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.5,0.5,0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,6074,S086,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,6186,S043,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,6188,S051,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.5,1.5,1.5
199417a2-c63c-436e-8a8d-869d348dbbdd,2,2.0,6555,S066,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,1720,S032,1.5,1.5,2.5,1.0,0.0,1.0,0.0,1.0,2.0,0.5,0.5
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,1837,S005,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,1950,S064,2.0,1.5,2.0,0.5,0.5,0.0,0.0,0.5,1.75,0.25,-0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,1998,S038,1.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2080,S046,0.5,1.5,1.5,0.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2087,S124,3.0,3.0,2.5,0.5,0.0,0.5,0.0,0.5,2.75,0.25,-0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2158,S122,2.0,1.5,2.0,0.5,0.5,0.0,0.0,0.5,1.75,0.25,-0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2185,S102,3.0,2.5,3.0,0.5,0.5,0.0,0.0,0.5,2.75,0.25,-0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2228,S070,3.0,2.5,1.5,1.0,0.5,1.5,0.5,1.5,2.0,1.0,-1.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2247,S089,2.0,1.5,1.5,0.0,0.5,0.5,0.5,0.5,1.5,0.5,-0.5
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2304,S050,2.0,2.5,2.0,0.5,0.5,0.0,0.0,0.5,2.25,0.25,0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2311,S109,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2313,S036,1.0,2.0,1.5,0.5,1.0,0.5,0.5,1.0,1.75,0.75,0.75
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2333,S024,3.0,3.0,1.5,1.5,0.0,1.5,0.0,1.5,2.25,0.75,-0.75
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2340,S060,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2341,S030,3.0,2.5,2.5,0.0,0.5,0.5,0.5,0.5,2.5,0.5,-0.5
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2350,S107,3.0,2.5,3.0,0.5,0.5,0.0,0.0,0.5,2.75,0.25,-0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2354,S111,1.5,0.5,1.5,1.0,1.0,0.0,0.0,1.0,1.0,0.5,-0.5
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2357,S056,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2358,S096,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2375,S028,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2404,S055,2.0,2.0,1.5,0.5,0.0,0.5,0.0,0.5,1.75,0.25,-0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2409,S101,3.0,2.0,2.5,0.5,1.0,0.5,0.5,1.0,2.25,0.75,-0.75
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2415,S015,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2448,S020,3.0,2.5,2.5,0.0,0.5,0.5,0.5,0.5,2.5,0.5,-0.5
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2454,S121,3.0,2.5,3.0,0.5,0.5,0.0,0.0,0.5,2.75,0.25,-0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2455,S098,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2466,S085,3.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,2.5,0.5,-0.5
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2471,S018,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2472,S042,3.0,2.5,2.5,0.0,0.5,0.5,0.5,0.5,2.5,0.5,-0.5
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2479,S023,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2484,S044,3.0,3.0,2.5,0.5,0.0,0.5,0.0,0.5,2.75,0.25,-0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2517,S091,1.0,1.0,1.5,0.5,0.0,0.5,0.0,0.5,1.25,0.25,0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2526,S022,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2535,S027,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2536,S009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2548,S071,3.0,2.5,3.0,0.5,0.5,0.0,0.0,0.5,2.75,0.25,-0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2552,S047,3.0,3.0,2.5,0.5,0.0,0.5,0.0,0.5,2.75,0.25,-0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2554,S126,3.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,2.5,0.5,-0.5
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2577,S004,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2586,S045,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2597,S069,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2598,S075,3.0,1.5,2.0,0.5,1.5,1.0,1.0,1.5,1.75,1.25,-1.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2611,S048,3.0,2.5,3.0,0.5,0.5,0.0,0.0,0.5,2.75,0.25,-0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2626,S120,3.0,2.5,3.0,0.5,0.5,0.0,0.0,0.5,2.75,0.25,-0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2645,S017,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2646,S119,2.0,2.0,1.5,0.5,0.0,0.5,0.0,0.5,1.75,0.25,-0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2647,S106,3.0,2.5,2.5,0.0,0.5,0.5,0.5,0.5,2.5,0.5,-0.5
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2652,S073,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2655,S095,1.5,1.5,2.0,0.5,0.0,0.5,0.0,0.5,1.75,0.25,0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2656,S093,2.0,2.0,2.5,0.5,0.0,0.5,0.0,0.5,2.25,0.25,0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2662,S123,2.5,2.5,2.0,0.5,0.0,0.5,0.0,0.5,2.25,0.25,-0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2675,S006,3.0,2.0,1.5,0.5,1.0,1.5,1.0,1.5,1.75,1.25,-1.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2676,S063,2.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,2.5,0.5,0.5
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2734,S088,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2752,S077,3.0,2.5,3.0,0.5,0.5,0.0,0.0,0.5,2.75,0.25,-0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2767,S114,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2796,S040,2.0,2.5,1.5,1.0,0.5,0.5,0.5,0.5,2.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2813,S082,2.0,1.5,2.0,0.5,0.5,0.0,0.0,0.5,1.75,0.25,-0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2825,S099,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2826,S033,2.0,1.0,0.5,0.5,1.0,1.5,1.0,1.5,0.75,1.25,-1.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2854,S012,1.0,1.5,1.0,0.5,0.5,0.0,0.0,0.5,1.25,0.25,0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2859,S007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2884,S035,3.0,2.5,3.0,0.5,0.5,0.0,0.0,0.5,2.75,0.25,-0.25
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2890,S052,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,3.0,2898,S065,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
