question_id,question_order,max_score,exam_answer_id,subject_id,human_score,deepseek-v4-flash,deepseek-v4-pro,flash_pro_abs_diff,flash_abs_error,pro_abs_error,mean_ai_score,mean_ai_abs_error,worst_abs_error
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,11068,S083,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,11082,S121,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,11095,S089,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,11235,S115,2.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,11251,S044,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,11382,S090,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,11403,S056,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,11603,S110,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,11945,S118,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,12294,S017,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,12347,S100,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,12398,S022,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,12477,S016,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,12601,S031,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,12796,S119,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,13153,S005,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,13198,S021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,13237,S074,1.5,2.0,1.0,1.0,0.5,0.5,1.5,0.0,0.5
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,13282,S002,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,13478,S093,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,13524,S065,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,13780,S054,3.0,3.0,2.0,1.0,0.0,1.0,2.5,0.5,1.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,14039,S122,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,14093,S039,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,14187,S036,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,14208,S078,3.0,2.0,3.0,1.0,1.0,0.0,2.5,0.5,1.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,14227,S020,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,14527,S120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,14537,S109,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,14600,S034,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,14832,S112,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,15041,S014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,15063,S108,3.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,15221,S013,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,15279,S081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,15298,S063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,15491,S046,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,15807,S050,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,16000,S019,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,16043,S104,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,16082,S043,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,16105,S058,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,16130,S023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,16141,S076,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8c09a796-304f-491d-910b-126c7178a25d,0,3.0,16176,S079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,11216,S078,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,11402,S013,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,11601,S124,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,11694,S109,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,11706,S014,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,11713,S081,2.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,11821,S122,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,11843,S003,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,11847,S104,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,11897,S115,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,11913,S100,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,11919,S005,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,11930,S084,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,11961,S068,3.0,0.0,1.0,1.0,3.0,2.0,0.5,2.5,3.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,11962,S021,2.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,11983,S074,2.5,2.0,1.0,1.0,0.5,1.5,1.5,1.0,1.5
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12109,S111,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12208,S022,2.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12256,S060,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12382,S087,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12407,S043,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12472,S118,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12480,S039,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12487,S009,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12492,S125,2.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12623,S020,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12666,S113,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12695,S049,2.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12700,S107,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12711,S089,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12757,S046,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12758,S027,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12770,S093,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12788,S047,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12810,S102,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12816,S120,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12822,S024,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12826,S116,3.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12852,S048,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12868,S106,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12898,S070,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12919,S042,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12922,S051,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12932,S041,2.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12951,S006,3.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,12989,S062,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13008,S085,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13021,S103,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13023,S036,2.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13033,S099,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13041,S086,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13053,S030,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13054,S064,2.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13066,S033,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13092,S055,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13101,S090,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13114,S018,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13139,S034,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13142,S108,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13150,S007,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13157,S004,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13158,S065,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13159,S075,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13165,S067,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13189,S095,2.5,1.0,1.0,0.0,1.5,1.5,1.0,1.5,1.5
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13208,S015,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13211,S069,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13263,S091,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13274,S050,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13283,S010,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13301,S053,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13304,S057,2.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13340,S012,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13382,S045,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13383,S112,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13407,S119,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13423,S079,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13428,S071,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13451,S088,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13462,S019,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13525,S038,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13587,S077,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13598,S097,2.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13626,S098,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13630,S035,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13670,S092,3.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13732,S063,2.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13750,S126,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13777,S072,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13850,S094,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13890,S066,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13953,S128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13973,S059,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,13979,S123,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,14066,S110,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,14083,S040,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,14124,S101,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,14128,S023,2.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,14291,S117,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,14368,S052,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,14399,S008,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,14523,S076,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,14532,S058,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,14582,S121,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,14617,S080,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,14633,S082,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,14648,S054,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,14996,S044,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,15121,S037,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,15231,S029,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,15518,S002,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,15681,S114,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,15696,S056,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,15822,S073,2.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,15893,S017,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,15919,S031,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,16144,S083,3.0,1.0,2.0,1.0,2.0,1.0,1.5,1.5,2.0
8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,16195,S016,2.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,10887,S022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,10931,S115,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,10940,S038,2.0,1.0,2.0,1.0,1.0,0.0,1.5,0.5,1.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,10952,S084,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,10966,S043,2.0,1.0,2.0,1.0,1.0,0.0,1.5,0.5,1.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,10967,S020,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,10973,S119,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,10976,S111,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,10978,S012,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,10982,S125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,10985,S051,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,11002,S048,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,11004,S003,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,11009,S120,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,11016,S114,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,11024,S092,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,11028,S108,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,11034,S124,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,11035,S019,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,11043,S116,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,11046,S005,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,11052,S024,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,11053,S113,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
9bdf83bb-ecc7-4de2-b1c0-35a83aa6580e,2,2.0,11054,S033,2.0,1.0,2.0,1.0,1.0,0.0,1.5,0.5,1.0
