question_order,question_label,max_score,exam_answer_id,username,original_score,deepseek-v4-flash,deepseek-v4-pro,pro_minus_flash,flash_minus_baseline,pro_minus_baseline
17,Q17 Adv./Disadv.,4.0,13212,S004,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13229,S075,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13243,S067,4.0,2.0,2.0,0.0,-2.0,-2.0
17,Q17 Adv./Disadv.,4.0,13252,S065,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13288,S095,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13298,S069,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13320,S015,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13322,S007,4.0,2.0,2.0,0.0,-2.0,-2.0
17,Q17 Adv./Disadv.,4.0,13331,S050,4.0,3.0,3.5,0.5,-1.0,-0.5
17,Q17 Adv./Disadv.,4.0,13377,S053,4.0,3.0,3.0,0.0,-1.0,-1.0
17,Q17 Adv./Disadv.,4.0,13392,S091,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13400,S045,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13411,S012,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13421,S057,4.0,2.0,2.5,0.5,-2.0,-1.5
17,Q17 Adv./Disadv.,4.0,13489,S105,4.0,3.0,3.0,0.0,-1.0,-1.0
17,Q17 Adv./Disadv.,4.0,13515,S079,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13516,S112,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13552,S019,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13566,S088,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13577,S119,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13586,S071,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13615,S038,4.0,2.0,2.0,0.0,-2.0,-2.0
17,Q17 Adv./Disadv.,4.0,13619,S097,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13644,S077,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13712,S035,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13727,S098,4.0,3.0,4.0,1.0,-1.0,0.0
17,Q17 Adv./Disadv.,4.0,13778,S063,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13822,S090,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13826,S092,4.0,3.0,3.0,0.0,-1.0,-1.0
17,Q17 Adv./Disadv.,4.0,13889,S126,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13892,S072,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,14025,S059,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,14031,S073,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,14035,S094,4.0,3.0,3.0,0.0,-1.0,-1.0
17,Q17 Adv./Disadv.,4.0,14075,S128,2.0,0.0,0.0,0.0,-2.0,-2.0
17,Q17 Adv./Disadv.,4.0,14094,S066,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,14117,S123,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,14121,S040,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,14201,S023,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,14205,S110,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,14246,S101,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,14377,S117,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,14472,S008,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,14514,S054,4.0,2.0,2.5,0.5,-2.0,-1.5
17,Q17 Adv./Disadv.,4.0,14553,S052,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,14623,S076,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,14664,S056,4.0,3.0,4.0,1.0,-1.0,0.0
17,Q17 Adv./Disadv.,4.0,14671,S080,4.0,3.0,3.0,0.0,-1.0,-1.0
17,Q17 Adv./Disadv.,4.0,14732,S121,4.0,2.0,2.0,0.0,-2.0,-2.0
17,Q17 Adv./Disadv.,4.0,14778,S082,4.0,3.0,3.0,0.0,-1.0,-1.0
17,Q17 Adv./Disadv.,4.0,14787,S058,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,15091,S044,4.0,3.0,3.0,0.0,-1.0,-1.0
17,Q17 Adv./Disadv.,4.0,15230,S037,4.0,3.0,3.0,0.0,-1.0,-1.0
17,Q17 Adv./Disadv.,4.0,15365,S029,4.0,3.0,3.0,0.0,-1.0,-1.0
17,Q17 Adv./Disadv.,4.0,15551,S002,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,15927,S017,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,15969,S031,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,16156,S083,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,16200,S016,1.0,1.0,1.0,0.0,0.0,0.0
